cidad_cod,uf_cod,cidad_des,cidad_cod_ibge,cidad_des_abrev,cidad_tip,cidad_cod_prftra,cidad_cod_siafi
4213005,SC,PINHEIRO PRETO,4213005,,,,8255
4213153,SC,PLANALTO ALEGRE,4213153,,,,5593
4213203,SC,POMERODE,4213203,,,,8259
4213351,SC,PONTE ALTA DO NORTE,4213351,,,,5569
4213401,SC,PONTE SERRADA,4213401,,,,8263
4213609,SC,PORTO UNIAO,4213609,,,,8267
4213807,SC,PRAIA GRANDE,4213807,,,,8271
4214003,SC,PRESIDENTE GETULIO,4214003,,,,8275
4214151,SC,PRINCESA,4214151,,,,0934
4214201,SC,QUILOMBO,4214201,,,,8279
4214409,SC,RIO DAS ANTAS,4214409,,,,8283
4214607,SC,RIO DO OESTE,4214607,,,,8287
4214904,SC,RIO FORTUNA,4214904,,,,8293
4215109,SC,RODEIO,4215109,,,,8297
4215307,SC,SALETE,4215307,,,,8301
4215455,SC,SANGAO,4215455,,,,5547
4215554,SC,SANTA HELENA,4215554,,,,5751
4215703,SC,SANTO AMARO DA IMPERATRIZ,4215703,,,,8309
4215901,SC,SAO BONIFACIO,4215901,,,,8313
4216057,SC,SAO CRISTOVAO DO SUL,4216057,,,,5573
4216107,SC,SAO DOMINGOS,4216107,,,,8317
4216305,SC,SAO JOAO BATISTA,4216305,,,,8321
4216503,SC,SAO JOAQUIM,4216503,,,,8325
4216701,SC,SAO JOSE DO CEDRO,4216701,,,,8329
4216909,SC,SAO LOURENCO DO OESTE,4216909,,,,8333
4217154,SC,SAO MIGUEL DA BOA VISTA,4217154,,,,5755
4217253,SC,SAO PEDRO DE ALCANTARA,4217253,,,,0944
4217303,SC,SAUDADES,4217303,,,,8341
4217501,SC,SEARA,4217501,,,,8345
4217550,SC,SERRA ALTA,4217550,,,,9989
4217709,SC,SOMBRIO,4217709,,,,8349
4217956,SC,TIGRINHOS,4217956,,,,0946
4218103,SC,TIMBE DO SUL,4218103,,,,8393
4218301,SC,TRES BARRAS,4218301,,,,8359
4218509,SC,TREZE TILIAS,4218509,,,,8363
4218954,SC,URUPEMA,4218954,,,,9975
4219101,SC,VARGEAO,4219101,,,,8375
4219150,SC,VARGEM,4219150,,,,5563
4219507,SC,XANXERE,4219507,,,,8383
4219853,SC,ZORTEA,4219853,,,,0950
2800100,SE,AMPARO DE SAO FRANCISCO,2800100,,,,3101
2800407,SE,ARAUA,2800407,,,,3107
2800605,SE,BARRA DOS COQUEIROS,2800605,,,,3111
2800704,SE,BREJO GRANDE,2800704,,,,3113
2801108,SE,CANHOBA,2801108,,,,3121
2801306,SE,CAPELA,2801306,,,,3125
2801504,SE,CARMOPOLIS,2801504,,,,3129
2801702,SE,CRISTINAPOLIS,2801702,,,,3133
2802007,SE,DIVINA PASTORA,2802007,,,,3139
2802205,SE,FEIRA NOVA,2802205,,,,3143
2802403,SE,GARARU,2802403,,,,3149
2802601,SE,GRACHO CARDOSO,2802601,,,,3151
2802809,SE,INDIAROBA,2802809,,,,3155
2803203,SE,ITAPORANGA D'AJUDA,2803203,,,,3163
2803401,SE,JAPOATA,2803401,,,,3167
2803609,SE,LARANJEIRAS,2803609,,,,3171
2803807,SE,MALHADA DOS BOIS,2803807,,,,3175
2804003,SE,MARUIM,2804003,,,,3179
2804201,SE,MONTE ALEGRE DE SERGIPE,2804201,,,,3183
2804458,SE,NOSSA SENHORA APARECIDA,2804458,,,,3135
2804508,SE,NOSSA SENHORA DA GLORIA,2804508,,,,3189
2804706,SE,NOSSA SENHORA DE LOURDES,2804706,,,,3193
2804904,SE,PACATUBA,2804904,,,,3197
2805109,SE,PEDRINHAS,2805109,,,,3201
2805307,SE,PIRAMBU,2805307,,,,3205
2805505,SE,POCO VERDE,2805505,,,,3209
2805703,SE,PROPRIA,2805703,,,,3213
2805901,SE,RIACHUELO,2805901,,,,3217
2806107,SE,ROSARIO DO CATETE,2806107,,,,3221
2806305,SE,SANTA LUZIA DO ITANHY,2806305,,,,3225
2806404,SE,SANTANA DO SAO FRANCISCO,2806404,,,,2647
2806800,SE,SAO DOMINGOS,2806800,,,,3235
2807006,SE,SAO MIGUEL DO ALEIXO,2807006,,,,3239
2807204,SE,SIRIRI,2807204,,,,3243
2807402,SE,TOBIAS BARRETO,2807402,,,,3247
2807600,SE,UMBAUBA,2807600,,,,3251
3500105,SP,ADAMANTINA,3500105,,,,6101
3500303,SP,AGUAI,3500303,,,,6105
3500501,SP,AGUAS DE LINDOIA,3500501,,,,6109
3500907,SP,ALTAIR,3500907,,,,6117
3501103,SP,ALTO ALEGRE,3501103,,,,6121
3501301,SP,ALVARES MACHADO,3501301,,,,6125
3501509,SP,ALVINLANDIA,3501509,,,,6129
3501905,SP,AMPARO,3501905,,,,6137
3502101,SP,ANDRADINA,3502101,,,,6141
3502309,SP,ANHEMBI,3502309,,,,6145
3502507,SP,APARECIDA,3502507,,,,6149
3502705,SP,APIAI,3502705,,,,6153
3502903,SP,ARACOIABA DA SERRA,3502903,,,,6157
3503109,SP,ARANDU,3503109,,,,6161
3503158,SP,ARAPEI,3503158,,,,2991
3503307,SP,ARARAS,3503307,,,,6165
3504107,SP,ATIBAIA,3504107,,,,6181
3504305,SP,AVAI,3504305,,,,6185
3504503,SP,AVARE,3504503,,,,6189
3504701,SP,BALBINOS,3504701,,,,6193
3505104,SP,BARBOSA,3505104,,,,6199
3505302,SP,BARRA BONITA,3505302,,,,6205
3505500,SP,BARRETOS,3505500,,,,6209
3505708,SP,BARUERI,3505708,,,,6213
3506102,SP,BEBEDOURO,3506102,,,,6221
3506300,SP,BERNARDINO DE CAMPOS,3506300,,,,6225
3506508,SP,BIRIGUI,3506508,,,,6229
3506904,SP,BOFETE,3506904,,,,6237
3507753,SP,BREJO ALEGRE,3507753,,,,0792
3507803,SP,BRODOWSKI,3507803,,,,6257
3508009,SP,BURI,3508009,,,,6261
3508207,SP,BURITIZAL,3508207,,,,6265
3508405,SP,CABREUVA,3508405,,,,6269
3508801,SP,CAFELANDIA,3508801,,,,6277
3509007,SP,CAIEIRAS,3509007,,,,6281
3509205,SP,CAJAMAR,3509205,,,,6285
3509254,SP,CAJATI,3509254,,,,2967
3509403,SP,CAJURU,3509403,,,,6289
3509809,SP,CAMPOS NOVOS PAULISTA,3509809,,,,6297
3510005,SP,CANDIDO MOTA,3510005,,,,6301
3510153,SP,CANITAR,3510153,,,,2947
3510203,SP,CAPAO BONITO,3510203,,,,6305
3510401,SP,CAPIVARI,3510401,,,,6309
3510807,SP,CASA BRANCA,3510807,,,,6317
3511003,SP,CASTILHO,3511003,,,,6321
3511201,SP,CATIGUA,3511201,,,,6325
3511607,SP,CESARIO LANGE,3511607,,,,6333
3512001,SP,COLINA,3512001,,,,6341
3512209,SP,CONCHAL,3512209,,,,6345
3512407,SP,CORDEIROPOLIS,3512407,,,,6349
3513009,SP,COTIA,3513009,,,,6361
3513207,SP,CRISTAIS PAULISTA,3513207,,,,6365
3513405,SP,CRUZEIRO,3513405,,,,6369
3513603,SP,CUNHA,3513603,,,,6373
3513801,SP,DIADEMA,3513801,,,,6377
3514007,SP,DOBRADA,3514007,,,,6381
3514205,SP,DOLCINOPOLIS,3514205,,,,6385
3514403,SP,DRACENA,3514403,,,,6389
3514601,SP,DUMONT,3514601,,,,6393
3514809,SP,ELDORADO,3514809,,,,6397
3515129,SP,EMILIANOPOLIS,3515129,,,,2961
3515194,SP,ESPIRITO SANTO DO TURVO,3515194,,,,7253
3557303,SP,ESTIVA GERBI,3557303,,,,2959
3515301,SP,ESTRELA DO NORTE,3515301,,,,6407
3515657,SP,FERNAO,3515657,,,,0796
3516002,SP,FLORIDA PAULISTA,3516002,,,,6421
3516200,SP,FRANCA,3516200,,,,6425
3516408,SP,FRANCO DA ROCHA,3516408,,,,6429
3516804,SP,GASTAO VIDIGAL,3516804,,,,6437
3517000,SP,GETULINA,3517000,,,,6441
3517208,SP,GUAICARA,3517208,,,,6445
3517406,SP,GUAIRA,3517406,,,,6449
3517604,SP,GUAPIARA,3517604,,,,6453
3517802,SP,GUARACAI,3517802,,,,6457
3518008,SP,GUARANI D'OESTE,3518008,,,,6461
3518206,SP,GUARARAPES,3518206,,,,6465
3518404,SP,GUARATINGUETA,3518404,,,,6469
3518602,SP,GUARIBA,3518602,,,,6473
3518800,SP,GUARULHOS,3518800,,,,6477
3518859,SP,GUATAPARA,3518859,,,,7257
3519071,SP,HORTOLANDIA,3519071,,,,2951
3519204,SP,IACRI,3519204,,,,6485
3519402,SP,IBIRA,3519402,,,,6489
3519600,SP,IBITINGA,3519600,,,,6493
3520004,SP,IGARACU DO TIETE,3520004,,,,6501
3520202,SP,IGARATA,3520202,,,,6505
3520400,SP,ILHABELA,3520400,,,,6509
3520608,SP,INDIANA,3520608,,,,6513
3520806,SP,INUBIA PAULISTA,3520806,,,,6517
3521002,SP,IPERO,3521002,,,,6521
3521150,SP,IPIGUA,3521150,,,,0800
3521408,SP,IRACEMAPOLIS,3521408,,,,6529
3521606,SP,IRAPURU,3521606,,,,6533
3521804,SP,ITAI,3521804,,,,6537
3521903,SP,ITAJOBI,3521903,,,,6539
3522109,SP,ITANHAEM,3522109,,,,6543
3522158,SP,ITAOCA,3522158,,,,3053
3522307,SP,ITAPETININGA,3522307,,,,6547
3522505,SP,ITAPEVI,3522505,,,,6551
3522703,SP,ITAPOLIS,3522703,,,,6555
3522901,SP,ITAPUI,3522901,,,,6559
3523107,SP,ITAQUAQUECETUBA,3523107,,,,6563
3523503,SP,ITATINGA,3523503,,,,6571
3523701,SP,ITIRAPUA,3523701,,,,6575
3523909,SP,ITU,3523909,,,,6579
3524402,SP,JACAREI,3524402,,,,6589
3524808,SP,JALES,3524808,,,,6597
3525003,SP,JANDIRA,3525003,,,,6601
3525201,SP,JARINU,3525201,,,,6605
3525409,SP,JERIQUARA,3525409,,,,6609
3525607,SP,JOAO RAMALHO,3525607,,,,6613
3525805,SP,JULIO MESQUITA,3525805,,,,6617
3526001,SP,JUNQUEIROPOLIS,3526001,,,,6621
3526209,SP,JUQUITIBA,3526209,,,,6625
3526407,SP,LARANJAL PAULISTA,3526407,,,,6629
3526704,SP,LEME,3526704,,,,6635
3526803,SP,LENCOIS PAULISTA,3526803,,,,6637
3527108,SP,LINS,3527108,,,,6643
3527306,SP,LOUVEIRA,3527306,,,,6647
3527504,SP,LUCIANOPOLIS,3527504,,,,6651
3527702,SP,LUIZIANIA,3527702,,,,6655
3528007,SP,MACATUBA,3528007,,,,6661
3528205,SP,MACEDONIA,3528205,,,,6665
3528403,SP,MAIRINQUE,3528403,,,,6669
3528601,SP,MANDURI,3528601,,,,6673
3528858,SP,MARAPOAMA,3528858,,,,2977
3529005,SP,MARILIA,3529005,,,,6681
3529203,SP,MARTINOPOLIS,3529203,,,,6685
3529401,SP,MAUA,3529401,,,,6689
3529609,SP,MERIDIANO,3529609,,,,6693
3529906,SP,MIRACATU,3529906,,,,6699
3530201,SP,MIRANTE DO PARANAPANEMA,3530201,,,,6705
3530508,SP,MOCOCA,3530508,,,,6711
3530904,SP,MOMBUCA,3530904,,,,6719
3531209,SP,MONTE ALEGRE DO SUL,3531209,,,,6725
3531506,SP,MONTE AZUL PAULISTA,3531506,,,,6731
3531803,SP,MONTE MOR,3531803,,,,6737
3531902,SP,MORRO AGUDO,3531902,,,,6739
3532157,SP,NANTES,3532157,,,,0804
3532306,SP,NATIVIDADE DA SERRA,3532306,,,,6747
3532801,SP,NOVA ALIANCA,3532801,,,,6757
3532827,SP,NOVA CAMPINA,3532827,,,,3061
3532843,SP,NOVA CANAA PAULISTA,3532843,,,,2985
3533205,SP,NOVA INDEPENDENCIA,3533205,,,,6765
3533403,SP,NOVA ODESSA,3533403,,,,6769
3533601,SP,NUPORANGA,3533601,,,,6773
3533809,SP,OLEO,3533809,,,,6777
3534005,SP,ONDA VERDE,3534005,,,,6781
3534609,SP,OSVALDO CRUZ,3534609,,,,6793
3534757,SP,OUROESTE,3534757,,,,0808
3535408,SP,PANORAMA,3535408,,,,6809
3535606,SP,PARAIBUNA,3535606,,,,6813
3535804,SP,PARANAPANEMA,3535804,,,,6817
3536000,SP,PARAPUA,3536000,,,,6821
3536257,SP,PARISI,3536257,,,,2989
3536406,SP,PAULICEIA,3536406,,,,6829
3536604,SP,PAULO DE FARIA,3536604,,,,6833
3537008,SP,PEDREGULHO,3537008,,,,6841
3537404,SP,PEREIRA BARRETO,3537404,,,,6849
3537602,SP,PERUIBE,3537602,,,,6853
3537800,SP,PIEDADE,3537800,,,,6857
3538204,SP,PINHALZINHO,3538204,,,,6867
3538709,SP,PIRACICABA,3538709,,,,6875
3538907,SP,PIRAJUI,3538907,,,,6879
3539103,SP,PIRAPORA DO BOM JESUS,3539103,,,,6883
3539400,SP,PIRATININGA,3539400,,,,6889
3539707,SP,PLATINA,3539707,,,,6895
3539905,SP,POLONI,3539905,,,,6899
3540101,SP,PONGAI,3540101,,,,6903
3540259,SP,PONTALINDA,3540259,,,,2987
3540309,SP,PONTES GESTAL,3540309,,,,6907
3540853,SP,PRACINHA,3540853,,,,0812
3541000,SP,PRAIA GRANDE,3541000,,,,6921
3541208,SP,PRESIDENTE BERNARDES,3541208,,,,6925
3541406,SP,PRESIDENTE PRUDENTE,3541406,,,,6929
3541604,SP,PROMISSAO,3541604,,,,6933
3541802,SP,QUEIROZ,3541802,,,,6937
3542008,SP,QUINTANA,3542008,,,,6941
3542206,SP,RANCHARIA,3542206,,,,6945
3542404,SP,REGENTE FEIJO,3542404,,,,6949
3542800,SP,RIBEIRA,3542800,,,,6957
3543006,SP,RIBEIRAO BRANCO,3543006,,,,6961
3543204,SP,RIBEIRAO DO SUL,3543204,,,,6965
3543808,SP,RINOPOLIS,3543808,,,,6977
3544103,SP,RIO GRANDE DA SERRA,3544103,,,,6983
3544301,SP,ROSEIRA,3544301,,,,6987
3544509,SP,RUBINEIA,3544509,,,,6991
3544707,SP,SAGRES,3544707,,,,6995
3544905,SP,SALES OLIVEIRA,3544905,,,,6999
3545159,SP,SALTINHO,3545159,,,,5445
3545308,SP,SALTO DE PIRAPORA,3545308,,,,7007
3545506,SP,SANDOVALINA,3545506,,,,7011
3545704,SP,SANTA ALBERTINA,3545704,,,,7015
3546207,SP,SANTA CRUZ DA CONCEICAO,3546207,,,,7025
3546256,SP,SANTA CRUZ DA ESPERANCA,3546256,,,,0820
3546405,SP,SANTA CRUZ DO RIO PARDO,3546405,,,,7029
3546603,SP,SANTA FE DO SUL,3546603,,,,7033
3546801,SP,SANTA ISABEL,3546801,,,,7037
3547403,SP,SANTA RITA D'OESTE,3547403,,,,7049
3547205,SP,SANTANA DA PONTE PENSA,3547205,,,,7045
3547700,SP,SANTO ANASTACIO,3547700,,,,7055
3547908,SP,SANTO ANTONIO DA ALEGRIA,3547908,,,,7059
3548054,SP,SANTO ANTONIO DO ARACANGUA,3548054,,,,2939
3548302,SP,SANTO EXPEDITO,3548302,,,,7067
3548500,SP,SANTOS,3548500,,,,7071
3549102,SP,SAO JOAO DA BOA VISTA,3549102,,,,7083
3549409,SP,SAO JOAQUIM DA BARRA,3549409,,,,7089
3549607,SP,SAO JOSE DO BARREIRO,3549607,,,,7093
3549805,SP,SAO JOSE DO RIO PRETO,3549805,,,,7097
3550209,SP,SAO MIGUEL ARCANJO,3550209,,,,7105
3550407,SP,SAO PEDRO,3550407,,,,7109
3550605,SP,SAO ROQUE,3550605,,,,7113
3550803,SP,SAO SEBASTIAO DA GRAMA,3550803,,,,7117
3551009,SP,SAO VICENTE,3551009,,,,7121
3551207,SP,SARUTAIA,3551207,,,,7125
3551504,SP,SERRANA,3551504,,,,7131
3551801,SP,SETE BARRAS,3551801,,,,7137
3552007,SP,SILVEIRAS,3552007,,,,7141
3552205,SP,SOROCABA,3552205,,,,7145
3552403,SP,SUMARE,3552403,,,,7149
3552551,SP,SUZANAPOLIS,3552551,,,,2945
3552601,SP,TABAPUA,3552601,,,,7153
3552809,SP,TABOAO DA SERRA,3552809,,,,7157
3553005,SP,TAGUAI,3553005,,,,7161
3553203,SP,TAIUVA,3553203,,,,7165
3553401,SP,TANABI,3553401,,,,7169
3553609,SP,TAPIRATIBA,3553609,,,,7173
3553658,SP,TAQUARAL,3553658,,,,0824
3553807,SP,TAQUARITUBA,3553807,,,,7177
3553955,SP,TARUMA,3553955,,,,7267
3554003,SP,TATUI,3554003,,,,7181
3554201,SP,TEJUPA,3554201,,,,7185
3554409,SP,TERRA ROXA,3554409,,,,7189
3554607,SP,TIMBURI,3554607,,,,7193
3554805,SP,TREMEMBE,3554805,,,,7197
3555000,SP,TUPA,3555000,,,,7201
3555208,SP,TURIUBA,3555208,,,,7205
3555356,SP,UBARANA,3555356,,,,2971
3555604,SP,UCHOA,3555604,,,,7213
3555802,SP,URANIA,3555802,,,,7217
3556008,SP,URUPES,3556008,,,,7221
3556206,SP,VALINHOS,3556206,,,,7225
3556404,SP,VARGEM GRANDE DO SUL,3556404,,,,7231
3556602,SP,VERA CRUZ,3556602,,,,7235
3556800,SP,VIRADOURO,3556800,,,,7239
3556909,SP,VISTA ALEGRE DO ALTO,3556909,,,,7241
3556958,SP,VITORIA BRASIL,3556958,,,,0828
3557105,SP,VOTUPORANGA,3557105,,,,7245
3557154,SP,ZACARIAS,3557154,,,,2973
1700251,TO,ABREULANDIA,1700251,,,,0337
1700350,TO,ALIANCA DO TOCANTINS,1700350,,,,9441
1700400,TO,ALMAS,1700400,,,,9207
1701002,TO,ANANAS,1701002,,,,9219
1701051,TO,ANGICO,1701051,,,,0165
1702000,TO,ARAGUACU,1702000,,,,9239
1702208,TO,ARAGUATINS,1702208,,,,9243
1702406,TO,ARRAIAS,1702406,,,,9247
1702554,TO,AUGUSTINOPOLIS,1702554,,,,9685
1702901,TO,AXIXA DO TOCANTINS,1702901,,,,9257
1703057,TO,BANDEIRANTES DO TOCANTINS,1703057,,,,0074
1703107,TO,BARROLANDIA,1703107,,,,9693
1703701,TO,BREJINHO DE NAZARE,1703701,,,,9273
1703800,TO,BURITI DO TOCANTINS,1703800,,,,9715
1703842,TO,CAMPOS LINDOS,1703842,,,,0173
1703891,TO,CARRASCO BONITO,1703891,,,,0177
1704105,TO,CENTENARIO,1704105,,,,0343
1705557,TO,COMBINADO,1705557,,,,9697
1705607,TO,CONCEICAO DO TOCANTINS,1705607,,,,9313
1707009,TO,DIANOPOLIS,1707009,,,,9341
1707405,TO,ESPERANTINA,1707405,,,,0181
1708205,TO,FORMOSO DO ARAGUAIA,1708205,,,,9365
1708304,TO,GOIANORTE,1708304,,,,9699
1710508,TO,ITACAJA,1710508,,,,9405
1710904,TO,ITAPIRATINS,1710904,,,,0347
1711803,TO,JUARINA,1711803,,,,0349
1711951,TO,LAGOA DO TOCANTINS,1711951,,,,0353
1712405,TO,LIZARDA,1712405,,,,9569
1712454,TO,LUZINOPOLIS,1712454,,,,0088
1713304,TO,MIRANORTE,1713304,,,,9463
1714203,TO,NATIVIDADE,1714203,,,,9481
1714880,TO,NOVA OLINDA,1714880,,,,9663
1715002,TO,NOVA ROSALANDIA,1715002,,,,9721
1715101,TO,NOVO ACORDO,1715101,,,,9499
1715259,TO,NOVO JARDIM,1715259,,,,0321
1713809,TO,PALMEIRAS DO TOCANTINS,1713809,,,,0185
1716208,TO,PARANA,1716208,,,,9521
1716604,TO,PEIXE,1716604,,,,9527
1716653,TO,PEQUIZEIRO,1716653,,,,9705
1718303,TO,PRAIA NORTE,1718303,,,,9725
1718402,TO,PRESIDENTE KENNEDY,1718402,,,,9629
1718501,TO,RECURSOLANDIA,1718501,,,,0357
1718550,TO,RIACHINHO,1718550,,,,0193
1718709,TO,RIO DOS BOIS,1718709,,,,0359
1718899,TO,SANTA RITA DO TOCANTINS,1718899,,,,0096
1720101,TO,SAO BENTO DO TOCANTINS,1720101,,,,0197
1720309,TO,SAO SEBASTIAO DO TOCANTINS,1720309,,,,9603
1720804,TO,SITIO NOVO DO TOCANTINS,1720804,,,,9613
1720937,TO,TAIPAS DO TOCANTINS,1720937,,,,0325
1720978,TO,TALISMA,1720978,,,,0100
1721109,TO,TOCANTINIA,1721109,,,,9619
1722081,TO,WANDERLANDIA,1722081,,,,9665
2913101,BA,IBITITA,2913101,,,,3563
2913903,BA,IPIAU,2913903,,,,3579
2916104,BA,ITAPARICA,2916104,,,,3623
2917102,BA,ITORORO,2917102,,,,3643
2918100,BA,JEREMOABO,2918100,,,,3663
2919207,BA,LAURO DE FREITAS,2919207,,,,3685
2920205,BA,MALHADA,2920205,,,,3705
2921450,BA,MIRANTE,2921450,,,,3297
2929503,BA,SAO SEBASTIAO DO PASSE,2929503,,,,3889
2930709,BA,SIMOES FILHO,2930709,,,,3913
2931608,BA,TEOLANDIA,2931608,,,,3931
2932903,BA,VALENCA,2932903,,,,3957
2308401,CE,MISSAO VELHA,2308401,,,,1469
2310605,CE,PENAFORTE,2310605,,,,1513
2311405,CE,QUIXERAMOBIM,2311405,,,,1529
2312700,CE,SENADOR POMPEU,2312700,,,,1555
2313559,CE,TURURU,2313559,,,,1279
3200300,ES,ALFREDO CHAVES,3200300,,,,5605
3201209,ES,CACHOEIRO DE ITAPEMIRIM,3201209,,,,5623
3202603,ES,ICONHA,3202603,,,,5651
3203304,ES,MANTENOPOLIS,3203304,,,,5665
2100873,MA,ARAGUANA,2100873,,,,0114
2101707,MA,BARREIRINHAS,2101707,,,,0733
2102325,MA,BURITICUPU,2102325,,,,0134
2103000,MA,CAXIAS,2103000,,,,0757
2103604,MA,COROATA,2103604,,,,0769
2105427,MA,ITINGA DO MARANHAO,2105427,,,,0174
2106102,MA,LORETO,2106102,,,,0821
3100203,MG,ABAETE,3100203,,,,4003
3101102,MG,AIMORES,3101102,,,,4021
3103603,MG,ARANTINA,3103603,,,,4071
3114600,MG,CARRANCAS,3114600,,,,4291
3116001,MG,CHALE,3116001,,,,4319
3117009,MG,COMERCINHO,3117009,,,,4339
3118106,MG,CONGONHAS DO NORTE,3118106,,,,4361
3119302,MG,COROMANDEL,3119302,,,,4385
3120409,MG,CRISTIANO OTONI,3120409,,,,4407
3121407,MG,DESTERRO DE ENTRE RIOS,3121407,,,,4427
3122405,MG,DIVISA NOVA,3122405,,,,4447
3123809,MG,ENGENHEIRO NAVARRO,3123809,,,,4475
3127701,MG,GOVERNADOR VALADARES,3127701,,,,4553
3130101,MG,IGARAPE,3130101,,,,4601
3131109,MG,INIMUTABA,3131109,,,,4621
3131901,MG,ITABIRITO,3131901,,,,4637
3133006,MG,ITAMONTE,3133006,,,,4659
3134202,MG,ITUIUTABA,3134202,,,,4683
3135209,MG,JANUARIA,3135209,,,,4703
3136405,MG,JOAQUIM FELICIO,3136405,,,,4727
3145703,MG,OLIVEIRA FORTES,3145703,,,,4913
3146701,MG,PALMA,3146701,,,,4933
3147501,MG,PASSABEM,3147501,,,,4949
3149002,MG,PEDRA DOURADA,3149002,,,,4979
3150109,MG,PIAU,3150109,,,,5001
3150901,MG,PIRANGUCU,3150901,,,,5017
3152105,MG,PONTE NOVA,3152105,,,,5041
3153103,MG,PRESIDENTE BERNARDES,3153103,,,,5061
3161106,MG,SAO FRANCISCO,3161106,,,,5221
3163300,MG,SAO JOSE DO DIVINO,3163300,,,,5265
3164407,MG,SAO SEBASTIAO DA BELA VISTA,3164407,,,,5287
3165503,MG,SARDOA,3165503,,,,5309
3167806,MG,SOLEDADE DE MINAS,3167806,,,,5355
3169000,MG,TOCANTINS,3169000,,,,5379
5007802,MS,SELVIRIA,5007802,,,,9811
5100250,MT,ALTA FLORESTA,5100250,,,,8987
5101803,MT,BARRA DO GARCAS,5101803,,,,9035
5103007,MT,CHAPADA DOS GUIMARAES,5103007,,,,9059
5103452,MT,DENISE,5103452,,,,9833
5104807,MT,JACIARA,5104807,,,,9095
5105580,MT,MARCELANDIA,5105580,,,,9899
5106182,MT,NOVA LACERDA,5106182,,,,1040
5106778,MT,PORTO ALEGRE DO NORTE,5106778,,,,9895
2505352,PB,DAMIAO,2505352,,,,0478
2506509,PB,GURJAO,2506509,,,,2031
2507903,PB,JURIPIRANGA,2507903,,,,2059
2509701,PB,MONTEIRO,2509701,,,,2095
2510709,PB,PASSAGEM,2510709,,,,2115
2511707,PB,PILOEZINHOS,2511707,,,,2135
2512705,PB,REMIGIO,2512705,,,,2155
2513307,PB,SANTA HELENA,2513307,,,,2167
2513984,PB,SAO FRANCISCO,2513984,,,,0524
2514453,PB,SAO JOSE DOS RAMOS,2514453,,,,0526
2609154,PE,MANARI,2609154,,,,0554
2611002,PE,PETROLANDIA,2611002,,,,2519
2612000,PE,SAIRE,2612000,,,,2539
2613008,PE,SAO BENTO DO UNA,2613008,,,,2559
2614204,PE,SIRINHAEM,2614204,,,,2583
2615607,PE,TRINDADE,2615607,,,,2611
2616407,PE,VITORIA DE SANTO ANTAO,2616407,,,,2627
2200251,PI,ALAGOINHA DO PIAUI,2200251,,,,9767
2202455,PI,CAPITAO GERVASIO OLIVEIRA,2202455,,,,0296
2202802,PI,CONCEICAO DO CANINDE,2202802,,,,1055
2203859,PI,FLORESTA DO PIAUI,2203859,,,,0314
2204303,PI,FRONTEIRAS,2204303,,,,1085
2205151,PI,JACOBINA DO PIAUI,2205151,,,,2273
2205300,PI,JERUMENHA,2205300,,,,1105
2205565,PI,LAGOA DO BARRO DO PIAUI,2205565,,,,2259
2205599,PI,LAGOA DO SITIO,2205599,,,,0342
2206100,PI,MATIAS OLIMPIO,2206100,,,,1121
2206803,PI,NOSSA SENHORA DOS REMEDIOS,2206803,,,,1135
2207108,PI,OLHO D'AGUA DO PIAUI,2207108,,,,0360
2207793,PI,PAU D'ARCO DO PIAUI,2207793,,,,1104
2208908,PI,RIBEIRO GONCALVES,2208908,,,,1177
2209856,PI,SAO JOAO DA CANABRAVA,2209856,,,,1291
2209955,PI,SAO JOAO DA VARJOTA,2209955,,,,0386
2210805,PI,SIMPLICIO MENDES,2210805,,,,1215
2211506,PI,VERA MENDES,2211506,,,,0406
4115358,PR,MARIPA,4115358,,,,5487
4116208,PR,MORRETES,4116208,,,,7709
4117008,PR,NOVA FATIMA,4117008,,,,7723
4117701,PR,PALMEIRA,4117701,,,,7735
4118907,PR,PEROLA,4118907,,,,7969
4119806,PR,PLANALTO,4119806,,,,7775
4120705,PR,QUATIGUA,4120705,,,,7793
4121307,PR,RANCHO ALEGRE,4121307,,,,7803
4121406,PR,REALEZA,4121406,,,,7805
4123600,PR,SANTA INES,4123600,,,,7847
4124509,PR,SANTO INACIO,4124509,,,,7865
4125506,PR,SAO JOSE DOS PINHAIS,4125506,,,,7885
4126603,PR,SIQUEIRA CAMPOS,4126603,,,,7907
4127809,PR,TOMAZINA,4127809,,,,7929
4128500,PR,WENCESLAU BRAZ,4128500,,,,7943
2405108,RN,JANDAIRA,2405108,,,,1699
2406205,RN,LAGOA D'ANTA,2406205,,,,1723
2407302,RN,MARCELINO VIEIRA,2407302,,,,1745
2407609,RN,MESSIAS TARGINO,2407609,,,,1721
2408508,RN,OURO BRANCO,2408508,,,,1769
2408805,RN,PARAZINHO,2408805,,,,1775
2409506,RN,PEDRA GRANDE,2409506,,,,1789
2409803,RN,PEDRO VELHO,2409803,,,,1795
2410900,RN,RIACHUELO,2410900,,,,1815
2408953,RN,RIO DO FOGO,2408953,,,,0422
2412005,RN,SAO GONCALO DO AMARANTE,2412005,,,,1837
2412104,RN,SAO JOAO DO SABUGI,2412104,,,,1839
2413102,RN,SENADOR ELOI DE SOUZA,2413102,,,,1859
2413201,RN,SENADOR GEORGINO AVELINO,2413201,,,,1861
2413557,RN,SERRINHA DOS PINTOS,2413557,,,,0432
2414159,RN,TENENTE LAURENTINO CRUZ,2414159,,,,0434
2415008,RN,VILA FLOR,2415008,,,,1899
